Year,County Code,County Name,Disposition Code,Type of Disposition,Deaths,Percent
2009,39,Onondaga,2,Cremation,1449,37.0%
2009,39,Onondaga,3,Other/Unknown,405,10.3%
2009,40,Ontario,0,Total,949,100.0%
2009,40,Ontario,1,Burial,419,44.2%
2009,40,Ontario,2,Cremation,463,48.8%
2009,40,Ontario,3,Other/Unknown,67,7.1%
2009,41,Orange,0,Total,2450,100.0%
2009,41,Orange,1,Burial,1362,55.6%
2009,41,Orange,2,Cremation,920,37.6%
2009,41,Orange,3,Other/Unknown,168,6.9%
2009,42,Orleans,0,Total,408,100.0%
2009,42,Orleans,1,Burial,206,50.5%
2009,42,Orleans,2,Cremation,189,46.3%
2009,42,Orleans,3,Other/Unknown,13,3.2%
2009,43,Oswego,0,Total,988,100.0%
2009,43,Oswego,1,Burial,466,47.2%
2009,43,Oswego,2,Cremation,439,44.4%
2009,43,Oswego,3,Other/Unknown,83,8.4%
2009,44,Otsego,0,Total,597,100.0%
2009,44,Otsego,1,Burial,252,42.2%
2009,44,Otsego,2,Cremation,303,50.8%
2009,44,Otsego,3,Other/Unknown,42,7.0%
2009,45,Putnam,0,Total,636,100.0%
2009,45,Putnam,1,Burial,361,56.8%
2009,45,Putnam,2,Cremation,205,32.2%
2009,45,Putnam,3,Other/Unknown,70,11.0%
2009,46,Rensselaer,0,Total,1486,100.0%
2009,46,Rensselaer,1,Burial,873,58.7%
2009,46,Rensselaer,2,Cremation,464,31.2%
2009,46,Rensselaer,3,Other/Unknown,149,10.0%
2009,47,Rockland,0,Total,2012,100.0%
2009,47,Rockland,1,Burial,1349,67.0%
2009,47,Rockland,2,Cremation,460,22.9%
2009,47,Rockland,3,Other/Unknown,203,10.1%
2009,48,St Lawrence,0,Total,986,100.0%
2009,48,St Lawrence,1,Burial,493,50.0%
2009,48,St Lawrence,2,Cremation,400,40.6%
2009,48,St Lawrence,3,Other/Unknown,93,9.4%
2009,49,Saratoga,0,Total,1677,100.0%
2009,49,Saratoga,1,Burial,859,51.2%
2009,49,Saratoga,2,Cremation,688,41.0%
2009,49,Saratoga,3,Other/Unknown,130,7.8%
2009,50,Schenectady,0,Total,1495,100.0%
2009,50,Schenectady,1,Burial,889,59.5%
2009,50,Schenectady,2,Cremation,479,32.0%
2009,50,Schenectady,3,Other/Unknown,127,8.5%
2009,51,Schoharie,0,Total,277,100.0%
2009,51,Schoharie,1,Burial,137,49.5%
2009,51,Schoharie,2,Cremation,121,43.7%
2009,51,Schoharie,3,Other/Unknown,19,6.9%
2009,52,Schuyler,0,Total,168,100.0%
2009,52,Schuyler,1,Burial,77,45.8%
2009,52,Schuyler,2,Cremation,77,45.8%
2009,52,Schuyler,3,Other/Unknown,14,8.3%
2009,53,Seneca,0,Total,318,100.0%
2009,53,Seneca,1,Burial,153,48.1%
2009,53,Seneca,2,Cremation,146,45.9%
2009,53,Seneca,3,Other/Unknown,19,6.0%
2009,54,Steuben,0,Total,947,100.0%
2009,54,Steuben,1,Burial,507,53.5%
2009,54,Steuben,2,Cremation,386,40.8%
2009,54,Steuben,3,Other/Unknown,54,5.7%
2009,55,Suffolk,0,Total,11155,100.0%
2009,55,Suffolk,1,Burial,7300,65.4%
2009,55,Suffolk,2,Cremation,3222,28.9%
2009,55,Suffolk,3,Other/Unknown,633,5.7%
2009,56,Sullivan,0,Total,721,100.0%
2009,56,Sullivan,1,Burial,348,48.3%
2009,56,Sullivan,2,Cremation,328,45.5%
2009,56,Sullivan,3,Other/Unknown,45,6.2%
2009,57,Tioga,0,Total,394,100.0%
2009,57,Tioga,1,Burial,147,37.3%
2009,57,Tioga,2,Cremation,162,41.1%
2009,57,Tioga,3,Other/Unknown,85,21.6%
2009,58,Tompkins,0,Total,599,100.0%
2009,58,Tompkins,1,Burial,202,33.7%
2009,58,Tompkins,2,Cremation,337,56.3%
2009,58,Tompkins,3,Other/Unknown,60,10.0%
2009,59,Ulster,0,Total,1515,100.0%
2009,59,Ulster,1,Burial,785,51.8%
2009,59,Ulster,2,Cremation,662,43.7%
2009,59,Ulster,3,Other/Unknown,68,4.5%
2009,60,Warren,0,Total,596,100.0%
2009,60,Warren,1,Burial,283,47.5%
2009,60,Warren,2,Cremation,269,45.1%
2009,60,Warren,3,Other/Unknown,44,7.4%
2009,61,Washington,0,Total,610,100.0%
2009,61,Washington,1,Burial,282,46.2%
2009,61,Washington,2,Cremation,236,38.7%
2009,61,Washington,3,Other/Unknown,92,15.1%
2009,62,Wayne,0,Total,780,100.0%
2009,62,Wayne,1,Burial,369,47.3%
2009,62,Wayne,2,Cremation,365,46.8%
2009,62,Wayne,3,Other/Unknown,46,5.9%
2009,63,Westchester,0,Total,6664,100.0%
2009,63,Westchester,1,Burial,3860,57.9%
2009,63,Westchester,2,Cremation,1945,29.2%
2009,63,Westchester,3,Other/Unknown,859,12.9%
2009,64,Wyoming,0,Total,329,100.0%
2009,64,Wyoming,1,Burial,166,50.5%
2009,64,Wyoming,2,Cremation,138,41.9%
2009,64,Wyoming,3,Other/Unknown,25,7.6%
2009,65,Yates,0,Total,248,100.0%
2009,65,Yates,1,Burial,119,48.0%
2009,65,Yates,2,Cremation,120,48.4%
2009,65,Yates,3,Other/Unknown,9,3.6%
2010,1,New York State,0,Total,144912,100.0%
2010,1,New York State,1,Burial,84866,58.6%
2010,1,New York State,2,Cremation,49065,33.9%
2010,1,New York State,3,Other/Unknown,10981,7.6%
2010,2,New York City,0,Total,50852,100.0%
2010,2,New York City,1,Burial,33546,66.0%
2010,2,New York City,2,Cremation,14679,28.9%
2010,2,New York City,3,Other/Unknown,2627,5.2%
2010,3,Bronx,0,Total,8777,100.0%
2010,3,Bronx,1,Burial,5443,62.0%
2010,3,Bronx,2,Cremation,2687,30.6%
2010,3,Bronx,3,Other/Unknown,647,7.4%
2010,4,Kings,0,Total,15505,100.0%
2010,4,Kings,1,Burial,11376,73.4%
2010,4,Kings,2,Cremation,3526,22.7%
2010,4,Kings,3,Other/Unknown,603,3.9%
2010,5,New York,0,Total,9625,100.0%
2010,5,New York,1,Burial,5300,55.1%
2010,5,New York,2,Cremation,3840,39.9%
2010,5,New York,3,Other/Unknown,485,5.0%
2010,6,Queens,0,Total,13657,100.0%
2010,6,Queens,1,Burial,9249,67.7%
2010,6,Queens,2,Cremation,3722,27.3%
2010,6,Queens,3,Other/Unknown,686,5.0%
2010,7,Richmond,0,Total,3288,100.0%
2010,7,Richmond,1,Burial,2178,66.2%
2010,7,Richmond,2,Cremation,904,27.5%
2010,7,Richmond,3,Other/Unknown,206,6.3%
2010,8,Rest of State,0,Total,94060,100.0%
2010,8,Rest of State,1,Burial,51320,54.6%
2010,8,Rest of State,2,Cremation,34386,36.6%
2010,8,Rest of State,3,Other/Unknown,8354,8.9%
2010,9,Albany,0,Total,2570,100.0%
2010,9,Albany,1,Burial,1565,60.9%
2010,9,Albany,2,Cremation,812,31.6%
2010,9,Albany,3,Other/Unknown,193,7.5%
2010,10,Allegany,0,Total,417,100.0%
2010,10,Allegany,1,Burial,221,53.0%
2010,10,Allegany,2,Cremation,182,43.6%
2010,10,Allegany,3,Other/Unknown,14,3.4%
2010,11,Broome,0,Total,2024,100.0%
2010,11,Broome,1,Burial,973,48.1%
2010,11,Broome,2,Cremation,792,39.1%
2010,11,Broome,3,Other/Unknown,259,12.8%
2010,12,Cattaraugus,0,Total,870,100.0%
2010,12,Cattaraugus,1,Burial,464,53.3%
2010,12,Cattaraugus,2,Cremation,346,39.8%
2010,12,Cattaraugus,3,Other/Unknown,60,6.9%
2010,13,Cayuga,0,Total,731,100.0%
2010,13,Cayuga,1,Burial,386,52.8%
2010,13,Cayuga,2,Cremation,272,37.2%
2010,13,Cayuga,3,Other/Unknown,73,10.0%
2010,14,Chautauqua,0,Total,1440,100.0%
2010,14,Chautauqua,1,Burial,733,50.9%
2010,14,Chautauqua,2,Cremation,517,35.9%
2010,14,Chautauqua,3,Other/Unknown,190,13.2%
2010,15,Chemung,0,Total,926,100.0%
2010,15,Chemung,1,Burial,485,52.4%
2010,15,Chemung,2,Cremation,391,42.2%
2010,15,Chemung,3,Other/Unknown,50,5.4%
2010,16,Chenango,0,Total,552,100.0%
2010,16,Chenango,1,Burial,258,46.7%
2010,16,Chenango,2,Cremation,258,46.7%
2010,16,Chenango,3,Other/Unknown,36,6.5%
2010,17,Clinton,0,Total,652,100.0%
2010,17,Clinton,1,Burial,284,43.6%
2010,17,Clinton,2,Cremation,303,46.5%
2010,17,Clinton,3,Other/Unknown,65,10.0%
2010,18,Columbia,0,Total,690,100.0%
2010,18,Columbia,1,Burial,339,49.1%
2010,18,Columbia,2,Cremation,294,42.6%
2010,18,Columbia,3,Other/Unknown,57,8.3%
2010,19,Cortland,0,Total,426,100.0%
2010,19,Cortland,1,Burial,224,52.6%
2010,19,Cortland,2,Cremation,177,41.5%
2010,19,Cortland,3,Other/Unknown,25,5.9%
2010,20,Delaware,0,Total,529,100.0%
2010,20,Delaware,1,Burial,255,48.2%
2010,20,Delaware,2,Cremation,254,48.0%
2010,20,Delaware,3,Other/Unknown,20,3.8%
2010,21,Dutchess,0,Total,2215,100.0%
2010,21,Dutchess,1,Burial,1081,48.8%
2010,21,Dutchess,2,Cremation,910,41.1%
2010,21,Dutchess,3,Other/Unknown,224,10.1%
2010,22,Erie,0,Total,9283,100.0%
2010,22,Erie,1,Burial,4165,44.9%
2010,22,Erie,2,Cremation,4085,44.0%
2010,22,Erie,3,Other/Unknown,1033,11.1%
2010,23,Essex,0,Total,379,100.0%
2010,23,Essex,1,Burial,151,39.8%
2010,23,Essex,2,Cremation,185,48.8%
2010,23,Essex,3,Other/Unknown,43,11.3%
2010,24,Franklin,0,Total,409,100.0%
2010,24,Franklin,1,Burial,178,43.5%
2010,24,Franklin,2,Cremation,197,48.2%
2010,24,Franklin,3,Other/Unknown,34,8.3%
2010,25,Fulton,0,Total,561,100.0%
2010,25,Fulton,1,Burial,296,52.8%
2010,25,Fulton,2,Cremation,234,41.7%
2010,25,Fulton,3,Other/Unknown,31,5.5%
2010,26,Genesee,0,Total,599,100.0%
2010,26,Genesee,1,Burial,321,53.6%
2010,26,Genesee,2,Cremation,234,39.1%
2010,26,Genesee,3,Other/Unknown,44,7.3%
2010,27,Greene,0,Total,524,100.0%
2010,27,Greene,1,Burial,265,50.6%
2010,27,Greene,2,Cremation,236,45.0%
2010,27,Greene,3,Other/Unknown,23,4.4%
2010,28,Hamilton,0,Total,53,100.0%
2010,28,Hamilton,1,Burial,13,24.5%
2010,28,Hamilton,2,Cremation,33,62.3%
2010,28,Hamilton,3,Other/Unknown,7,13.2%
2010,29,Herkimer,0,Total,612,100.0%
2010,29,Herkimer,1,Burial,282,46.1%
2010,29,Herkimer,2,Cremation,261,42.6%
2010,29,Herkimer,3,Other/Unknown,69,11.3%
2010,30,Jefferson,0,Total,907,100.0%
2010,30,Jefferson,1,Burial,410,45.2%
2010,30,Jefferson,2,Cremation,429,47.3%
2010,30,Jefferson,3,Other/Unknown,68,7.5%
2010,31,Lewis,0,Total,251,100.0%
2010,31,Lewis,1,Burial,144,57.4%
2010,31,Lewis,2,Cremation,93,37.1%
2010,31,Lewis,3,Other/Unknown,14,5.6%
2010,32,Livingston,0,Total,540,100.0%
2010,32,Livingston,1,Burial,276,51.1%
2010,32,Livingston,2,Cremation,246,45.6%
2010,32,Livingston,3,Other/Unknown,18,3.3%
2010,33,Madison,0,Total,604,100.0%
2010,33,Madison,1,Burial,280,46.4%
2010,33,Madison,2,Cremation,281,46.5%
2010,33,Madison,3,Other/Unknown,43,7.1%
2010,34,Monroe,0,Total,6247,100.0%
2010,34,Monroe,1,Burial,2909,46.6%
2010,34,Monroe,2,Cremation,2688,43.0%
2010,34,Monroe,3,Other/Unknown,650,10.4%
2010,35,Montgomery,0,Total,569,100.0%
2010,35,Montgomery,1,Burial,325,57.1%
2010,35,Montgomery,2,Cremation,200,35.1%
2010,35,Montgomery,3,Other/Unknown,44,7.7%
2010,36,Nassau,0,Total,10598,100.0%
2010,36,Nassau,1,Burial,7439,70.2%
2010,36,Nassau,2,Cremation,2356,22.2%
2010,36,Nassau,3,Other/Unknown,803,7.6%
2010,37,Niagara,0,Total,2250,100.0%
2010,37,Niagara,1,Burial,1073,47.7%
2010,37,Niagara,2,Cremation,920,40.9%
2010,37,Niagara,3,Other/Unknown,257,11.4%
2010,38,Oneida,0,Total,2450,100.0%
2010,38,Oneida,1,Burial,1438,58.7%
2010,38,Oneida,2,Cremation,823,33.6%
2010,38,Oneida,3,Other/Unknown,189,7.7%
2010,39,Onondaga,0,Total,4018,100.0%
2010,39,Onondaga,1,Burial,2068,51.5%
2010,39,Onondaga,2,Cremation,1460,36.3%
2010,39,Onondaga,3,Other/Unknown,490,12.2%
2010,40,Ontario,0,Total,985,100.0%
2010,40,Ontario,1,Burial,421,42.7%
2010,40,Ontario,2,Cremation,511,51.9%
2010,40,Ontario,3,Other/Unknown,53,5.4%
2010,41,Orange,0,Total,2457,100.0%
2010,41,Orange,1,Burial,1378,56.1%
2010,41,Orange,2,Cremation,945,38.5%
2010,41,Orange,3,Other/Unknown,134,5.5%
2010,42,Orleans,0,Total,386,100.0%
2010,42,Orleans,1,Burial,189,49.0%
2010,42,Orleans,2,Cremation,181,46.9%
2010,42,Orleans,3,Other/Unknown,16,4.1%
2010,43,Oswego,0,Total,1029,100.0%
2010,43,Oswego,1,Burial,503,48.9%
2010,43,Oswego,2,Cremation,452,43.9%
2010,43,Oswego,3,Other/Unknown,74,7.2%
2010,44,Otsego,0,Total,616,100.0%
2010,44,Otsego,1,Burial,240,39.0%
2010,44,Otsego,2,Cremation,342,55.5%
2010,44,Otsego,3,Other/Unknown,34,5.5%
2010,45,Putnam,0,Total,629,100.0%
2010,45,Putnam,1,Burial,333,52.9%
2010,45,Putnam,2,Cremation,228,36.2%
2010,45,Putnam,3,Other/Unknown,68,10.8%
2010,46,Rensselaer,0,Total,1465,100.0%
2010,46,Rensselaer,1,Burial,838,57.2%
2010,46,Rensselaer,2,Cremation,495,33.8%
2010,46,Rensselaer,3,Other/Unknown,132,9.0%
2010,47,Rockland,0,Total,1956,100.0%
2010,47,Rockland,1,Burial,1302,66.6%
2010,47,Rockland,2,Cremation,488,24.9%
2010,47,Rockland,3,Other/Unknown,166,8.5%
2010,48,St Lawrence,0,Total,1012,100.0%
2010,48,St Lawrence,1,Burial,487,48.1%
2010,48,St Lawrence,2,Cremation,424,41.9%
2010,48,St Lawrence,3,Other/Unknown,101,10.0%
2010,49,Saratoga,0,Total,1574,100.0%
2010,49,Saratoga,1,Burial,818,52.0%
2010,49,Saratoga,2,Cremation,614,39.0%
2010,49,Saratoga,3,Other/Unknown,142,9.0%
2010,50,Schenectady,0,Total,1462,100.0%
2010,50,Schenectady,1,Burial,830,56.8%
2010,50,Schenectady,2,Cremation,479,32.8%
2010,50,Schenectady,3,Other/Unknown,153,10.5%
2010,51,Schoharie,0,Total,267,100.0%
2010,51,Schoharie,1,Burial,111,41.6%
2010,51,Schoharie,2,Cremation,142,53.2%
2010,51,Schoharie,3,Other/Unknown,14,5.2%
2010,52,Schuyler,0,Total,226,100.0%
2010,52,Schuyler,1,Burial,106,46.9%
2010,52,Schuyler,2,Cremation,104,46.0%
2010,52,Schuyler,3,Other/Unknown,16,7.1%
2010,53,Seneca,0,Total,336,100.0%
2010,53,Seneca,1,Burial,142,42.3%
2010,53,Seneca,2,Cremation,177,52.7%
2010,53,Seneca,3,Other/Unknown,17,5.1%
2010,54,Steuben,0,Total,986,100.0%
2010,54,Steuben,1,Burial,514,52.1%
2010,54,Steuben,2,Cremation,390,39.6%
2010,54,Steuben,3,Other/Unknown,82,8.3%
2010,55,Suffolk,0,Total,11135,100.0%
2010,55,Suffolk,1,Burial,7202,64.7%
2010,55,Suffolk,2,Cremation,3220,28.9%
2010,55,Suffolk,3,Other/Unknown,713,6.4%
2010,56,Sullivan,0,Total,710,100.0%
2010,56,Sullivan,1,Burial,347,48.9%
2010,56,Sullivan,2,Cremation,309,43.5%
2010,56,Sullivan,3,Other/Unknown,54,7.6%
2010,57,Tioga,0,Total,402,100.0%
2010,57,Tioga,1,Burial,128,31.8%
2010,57,Tioga,2,Cremation,175,43.5%
2010,57,Tioga,3,Other/Unknown,99,24.6%
2010,58,Tompkins,0,Total,668,100.0%
2010,58,Tompkins,1,Burial,237,35.5%
2010,58,Tompkins,2,Cremation,359,53.7%
2010,58,Tompkins,3,Other/Unknown,72,10.8%
2010,59,Ulster,0,Total,1513,100.0%
2010,59,Ulster,1,Burial,750,49.6%
2010,59,Ulster,2,Cremation,684,45.2%
2010,59,Ulster,3,Other/Unknown,79,5.2%
2010,60,Warren,0,Total,625,100.0%
2010,60,Warren,1,Burial,272,43.5%
2010,60,Warren,2,Cremation,302,48.3%
2010,60,Warren,3,Other/Unknown,51,8.2%
2010,61,Washington,0,Total,599,100.0%
2010,61,Washington,1,Burial,284,47.4%
2010,61,Washington,2,Cremation,242,40.4%
2010,61,Washington,3,Other/Unknown,73,12.2%
2010,62,Wayne,0,Total,808,100.0%
2010,62,Wayne,1,Burial,378,46.8%
2010,62,Wayne,2,Cremation,384,47.5%
2010,62,Wayne,3,Other/Unknown,46,5.7%
2010,63,Westchester,0,Total,6706,100.0%
2010,63,Westchester,1,Burial,3954,59.0%
2010,63,Westchester,2,Cremation,1951,29.1%
2010,63,Westchester,3,Other/Unknown,801,11.9%
2010,64,Wyoming,0,Total,383,100.0%
2010,64,Wyoming,1,Burial,166,43.3%
2010,64,Wyoming,2,Cremation,191,49.9%
2010,64,Wyoming,3,Other/Unknown,26,6.8%
2010,65,Yates,0,Total,229,100.0%
2010,65,Yates,1,Burial,89,38.9%
2010,65,Yates,2,Cremation,128,55.9%
2010,65,Yates,3,Other/Unknown,12,5.2%
2011,1,New York State,0,Total,147105,100.0%
2011,1,New York State,1,Burial,84048,57.1%
2011,1,New York State,2,Cremation,52245,35.5%
2011,1,New York State,3,Other/Unknown,10812,7.3%
2011,2,New York City,0,Total,51344,100.0%
2011,2,New York City,1,Burial,33321,64.9%
2011,2,New York City,2,Cremation,15477,30.1%
2011,2,New York City,3,Other/Unknown,2546,5.0%
2011,3,Bronx,0,Total,8906,100.0%
2011,3,Bronx,1,Burial,5393,60.6%
2011,3,Bronx,2,Cremation,2970,33.3%
2011,3,Bronx,3,Other/Unknown,543,6.1%
2011,4,Kings,0,Total,15824,100.0%
2011,4,Kings,1,Burial,11501,72.7%
2011,4,Kings,2,Cremation,3698,23.4%
2011,4,Kings,3,Other/Unknown,625,3.9%
2011,5,New York,0,Total,9734,100.0%
2011,5,New York,1,Burial,5251,53.9%
2011,5,New York,2,Cremation,3995,41.0%
2011,5,New York,3,Other/Unknown,488,5.0%
2011,6,Queens,0,Total,13682,100.0%
2011,6,Queens,1,Burial,9095,66.5%
2011,6,Queens,2,Cremation,3869,28.3%
2011,6,Queens,3,Other/Unknown,718,5.2%
2011,7,Richmond,0,Total,3198,100.0%
2011,7,Richmond,1,Burial,2081,65.1%
2011,7,Richmond,2,Cremation,945,29.5%
2011,7,Richmond,3,Other/Unknown,172,5.4%
2011,8,Rest of State,0,Total,95761,100.0%
2011,8,Rest of State,1,Burial,50727,53.0%
2011,8,Rest of State,2,Cremation,36768,38.4%
2011,8,Rest of State,3,Other/Unknown,8266,8.6%
2011,9,Albany,0,Total,2697,100.0%
2011,9,Albany,1,Burial,1581,58.6%
2011,9,Albany,2,Cremation,923,34.2%
2011,9,Albany,3,Other/Unknown,193,7.2%
2011,10,Allegany,0,Total,485,100.0%
2011,10,Allegany,1,Burial,243,50.1%
2011,10,Allegany,2,Cremation,211,43.5%
2011,10,Allegany,3,Other/Unknown,31,6.4%
2011,11,Broome,0,Total,2108,100.0%
2011,11,Broome,1,Burial,937,44.4%
2011,11,Broome,2,Cremation,878,41.7%
2011,11,Broome,3,Other/Unknown,293,13.9%
2011,12,Cattaraugus,0,Total,800,100.0%
2011,12,Cattaraugus,1,Burial,400,50.0%
2011,12,Cattaraugus,2,Cremation,338,42.3%
2011,12,Cattaraugus,3,Other/Unknown,62,7.8%
2011,13,Cayuga,0,Total,739,100.0%
2011,13,Cayuga,1,Burial,370,50.1%
2011,13,Cayuga,2,Cremation,300,40.6%
2011,13,Cayuga,3,Other/Unknown,69,9.3%
2011,14,Chautauqua,0,Total,1491,100.0%
2011,14,Chautauqua,1,Burial,723,48.5%
2011,14,Chautauqua,2,Cremation,579,38.8%
2011,14,Chautauqua,3,Other/Unknown,189,12.7%
2011,15,Chemung,0,Total,937,100.0%
2011,15,Chemung,1,Burial,495,52.8%
2011,15,Chemung,2,Cremation,402,42.9%
2011,15,Chemung,3,Other/Unknown,40,4.3%
2011,16,Chenango,0,Total,500,100.0%
2011,16,Chenango,1,Burial,214,42.8%
2011,16,Chenango,2,Cremation,254,50.8%
2011,16,Chenango,3,Other/Unknown,32,6.4%
2011,17,Clinton,0,Total,686,100.0%
2011,17,Clinton,1,Burial,300,43.7%
2011,17,Clinton,2,Cremation,306,44.6%
2011,17,Clinton,3,Other/Unknown,80,11.7%
2011,18,Columbia,0,Total,667,100.0%
2011,18,Columbia,1,Burial,296,44.4%
2011,18,Columbia,2,Cremation,318,47.7%
2011,18,Columbia,3,Other/Unknown,53,7.9%
2011,19,Cortland,0,Total,429,100.0%
2011,19,Cortland,1,Burial,177,41.3%
2011,19,Cortland,2,Cremation,232,54.1%
2011,19,Cortland,3,Other/Unknown,20,4.7%
2011,20,Delaware,0,Total,515,100.0%
2011,20,Delaware,1,Burial,226,43.9%
2011,20,Delaware,2,Cremation,276,53.6%
2011,20,Delaware,3,Other/Unknown,13,2.5%
2011,21,Dutchess,0,Total,2352,100.0%
2011,21,Dutchess,1,Burial,1125,47.8%
2011,21,Dutchess,2,Cremation,944,40.1%
2011,21,Dutchess,3,Other/Unknown,283,12.0%
2011,22,Erie,0,Total,9576,100.0%
2011,22,Erie,1,Burial,4120,43.0%
2011,22,Erie,2,Cremation,4404,46.0%
2011,22,Erie,3,Other/Unknown,1052,11.0%
2011,23,Essex,0,Total,329,100.0%
2011,23,Essex,1,Burial,126,38.3%
2011,23,Essex,2,Cremation,170,51.7%
2011,23,Essex,3,Other/Unknown,33,10.0%
2011,24,Franklin,0,Total,497,100.0%
2011,24,Franklin,1,Burial,213,42.9%
2011,24,Franklin,2,Cremation,234,47.1%
2011,24,Franklin,3,Other/Unknown,50,10.1%
2011,25,Fulton,0,Total,614,100.0%
2011,25,Fulton,1,Burial,325,52.9%
2011,25,Fulton,2,Cremation,256,41.7%
2011,25,Fulton,3,Other/Unknown,33,5.4%
2011,26,Genesee,0,Total,608,100.0%
2011,26,Genesee,1,Burial,307,50.5%
2011,26,Genesee,2,Cremation,254,41.8%
2011,26,Genesee,3,Other/Unknown,47,7.7%
2011,27,Greene,0,Total,508,100.0%
2011,27,Greene,1,Burial,233,45.9%
2011,27,Greene,2,Cremation,250,49.2%
2011,27,Greene,3,Other/Unknown,25,4.9%
2011,28,Hamilton,0,Total,56,100.0%
2011,28,Hamilton,1,Burial,25,44.6%
2011,28,Hamilton,2,Cremation,28,50.0%
2011,28,Hamilton,3,Other/Unknown,3,5.4%
2011,29,Herkimer,0,Total,632,100.0%
2011,29,Herkimer,1,Burial,312,49.4%
2011,29,Herkimer,2,Cremation,254,40.2%
2011,29,Herkimer,3,Other/Unknown,66,10.4%
2011,30,Jefferson,1,Burial,378,42.3%
2011,30,Jefferson,2,Cremation,461,51.6%
2011,30,Jefferson,3,Other/Unknown,54,6.0%
2011,31,Lewis,0,Total,233,100.0%
2011,31,Lewis,1,Burial,131,56.2%
2011,31,Lewis,2,Cremation,88,37.8%
2011,31,Lewis,3,Other/Unknown,14,6.0%
2011,32,Livingston,0,Total,547,100.0%
2011,32,Livingston,1,Burial,261,47.7%
2011,32,Livingston,2,Cremation,265,48.4%
2011,32,Livingston,3,Other/Unknown,21,3.8%
2011,33,Madison,0,Total,580,100.0%
2011,33,Madison,1,Burial,276,47.6%
2011,33,Madison,2,Cremation,266,45.9%
2011,33,Madison,3,Other/Unknown,38,6.6%
2011,34,Monroe,0,Total,6516,100.0%
2011,34,Monroe,1,Burial,2952,45.3%
2011,34,Monroe,2,Cremation,2905,44.6%
2011,34,Monroe,3,Other/Unknown,659,10.1%
2011,35,Montgomery,0,Total,559,100.0%
2011,35,Montgomery,1,Burial,335,59.9%
2011,35,Montgomery,2,Cremation,192,34.3%
2011,35,Montgomery,3,Other/Unknown,32,5.7%
2011,36,Nassau,0,Total,10688,100.0%
2011,36,Nassau,1,Burial,7476,69.9%
2011,36,Nassau,2,Cremation,2452,22.9%
2011,36,Nassau,3,Other/Unknown,760,7.1%
2011,37,Niagara,0,Total,2300,100.0%
2011,37,Niagara,1,Burial,980,42.6%
2011,37,Niagara,2,Cremation,1045,45.4%
2011,37,Niagara,3,Other/Unknown,275,12.0%
2011,38,Oneida,0,Total,2450,100.0%
2011,38,Oneida,1,Burial,1436,58.6%
2011,38,Oneida,2,Cremation,809,33.0%
2011,38,Oneida,3,Other/Unknown,205,8.4%
2011,39,Onondaga,0,Total,4101,100.0%
2011,39,Onondaga,1,Burial,2075,50.6%
2011,39,Onondaga,2,Cremation,1568,38.2%
2011,39,Onondaga,3,Other/Unknown,458,11.2%
2011,40,Ontario,0,Total,1060,100.0%
2011,40,Ontario,1,Burial,428,40.4%
2011,40,Ontario,2,Cremation,556,52.5%
2011,40,Ontario,3,Other/Unknown,76,7.2%
2011,41,Orange,0,Total,2527,100.0%
2011,41,Orange,1,Burial,1319,52.2%
2011,41,Orange,2,Cremation,1094,43.3%
2011,41,Orange,3,Other/Unknown,114,4.5%
2011,42,Orleans,0,Total,387,100.0%
2011,42,Orleans,1,Burial,193,49.9%
2011,42,Orleans,2,Cremation,183,47.3%
2011,42,Orleans,3,Other/Unknown,11,2.8%
2011,43,Oswego,0,Total,1006,100.0%
2011,43,Oswego,1,Burial,471,46.8%
2011,43,Oswego,2,Cremation,472,46.9%
2011,43,Oswego,3,Other/Unknown,63,6.3%
2011,44,Otsego,0,Total,568,100.0%
2011,44,Otsego,1,Burial,220,38.7%
2011,44,Otsego,2,Cremation,312,54.9%
2011,44,Otsego,3,Other/Unknown,36,6.3%
2011,45,Putnam,0,Total,619,100.0%
2011,45,Putnam,1,Burial,312,50.4%
2011,45,Putnam,2,Cremation,229,37.0%
2011,45,Putnam,3,Other/Unknown,78,12.6%
2011,46,Rensselaer,0,Total,1476,100.0%
2011,46,Rensselaer,1,Burial,819,55.5%
2011,46,Rensselaer,2,Cremation,504,34.1%
2011,46,Rensselaer,3,Other/Unknown,153,10.4%
2011,47,Rockland,0,Total,1939,100.0%
2011,47,Rockland,1,Burial,1303,67.2%
2011,47,Rockland,2,Cremation,497,25.6%
2011,47,Rockland,3,Other/Unknown,139,7.2%
2011,48,St Lawrence,0,Total,979,100.0%
2011,48,St Lawrence,1,Burial,475,48.5%
2011,48,St Lawrence,2,Cremation,416,42.5%
2011,48,St Lawrence,3,Other/Unknown,88,9.0%
2011,49,Saratoga,0,Total,1628,100.0%
2011,49,Saratoga,1,Burial,802,49.3%
2011,49,Saratoga,2,Cremation,681,41.8%
2011,49,Saratoga,3,Other/Unknown,145,8.9%
2011,50,Schenectady,0,Total,1460,100.0%
2011,50,Schenectady,1,Burial,778,53.3%
2011,50,Schenectady,2,Cremation,519,35.5%
2011,50,Schenectady,3,Other/Unknown,163,11.2%
2011,51,Schoharie,0,Total,249,100.0%
2011,51,Schoharie,1,Burial,99,39.8%
2011,51,Schoharie,2,Cremation,135,54.2%
2011,51,Schoharie,3,Other/Unknown,15,6.0%
2011,52,Schuyler,0,Total,204,100.0%
2011,52,Schuyler,1,Burial,80,39.2%
